id,source,name,type,composition,dataIndex,dataSource,hasPoscar,propertiesWithValues
"Alloy-SS-00916","fcc_Al0_Cu8_Nb4_Ni8_Ta4_W4_Zr4","Ni8Cu8Zr4Nb4Ta4W4","solid-solution","Ni8Cu8Zr4Nb4Ta4W4",0,"init",true,"none"
"Alloy-SS-00917","fcc_Al12_Cu0_Nb0_Ni0_Ta20_W0_Zr0","Al12Ta20","solid-solution","Al12Ta20",0,"init",true,"none"
"Alloy-SS-00918","fcc_Al12_Cu0_Nb12_Ni0_Ta8_W0_Zr0","Al12Nb12Ta8","solid-solution","Al12Nb12Ta8",0,"init",true,"none"
"Alloy-SS-00919","fcc_Al12_Cu0_Nb8_Ni0_Ta4_W0_Zr8","Al12Zr8Nb8Ta4","solid-solution","Al12Zr8Nb8Ta4",0,"init",true,"none"
"Alloy-SS-00920","fcc_Al12_Cu4_Nb0_Ni0_Ta8_W8_Zr0","Al12Cu4Ta8W8","solid-solution","Al12Cu4Ta8W8",0,"init",true,"none"
"Alloy-SS-00921","fcc_Al12_Cu4_Nb8_Ni0_Ta4_W4_Zr0","Al12Cu4Nb8Ta4W4","solid-solution","Al12Cu4Nb8Ta4W4",0,"init",true,"none"
"Alloy-SS-00922","fcc_Al16_Cu0_Nb0_Ni0_Ta4_W12_Zr0","Al16Ta4W12","solid-solution","Al16Ta4W12",0,"init",true,"none"
"Alloy-SS-00923","fcc_Al16_Cu0_Nb4_Ni8_Ta4_W0_Zr0","Al16Ni8Nb4Ta4","solid-solution","Al16Ni8Nb4Ta4",0,"init",true,"none"
"Alloy-SS-00924","fcc_Al16_Cu4_Nb8_Ni0_Ta4_W0_Zr0","Al16Cu4Nb8Ta4","solid-solution","Al16Cu4Nb8Ta4",0,"init",true,"none"
"Alloy-SS-00925","fcc_Al20_Cu0_Nb8_Ni0_Ta4_W0_Zr0","Al20Nb8Ta4","solid-solution","Al20Nb8Ta4",0,"init",true,"none"
"Alloy-SS-00926","fcc_Al32_Cu0_Nb0_Ni0_Ta0_W0_Zr0","Al32","solid-solution","Al32",0,"init",true,"none"
"Alloy-SS-00927","fcc_Al4_Cu0_Nb0_Ni12_Ta8_W4_Zr4","Al4Ni12Zr4Ta8W4","solid-solution","Al4Ni12Zr4Ta8W4",0,"init",true,"none"
"Alloy-SS-00928","fcc_Al4_Cu0_Nb0_Ni8_Ta0_W0_Zr20","Al4Ni8Zr20","solid-solution","Al4Ni8Zr20",0,"init",true,"none"
"Alloy-SS-00929","fcc_Al4_Cu0_Nb12_Ni8_Ta0_W0_Zr8","Al4Ni8Zr8Nb12","solid-solution","Al4Ni8Zr8Nb12",0,"init",true,"none"
"Alloy-SS-00930","fcc_Al4_Cu0_Nb4_Ni0_Ta12_W4_Zr8","Al4Zr8Nb4Ta12W4","solid-solution","Al4Zr8Nb4Ta12W4",0,"init",true,"none"
"Alloy-SS-00931","fcc_Al4_Cu0_Nb4_Ni4_Ta20_W0_Zr0","Al4Ni4Nb4Ta20","solid-solution","Al4Ni4Nb4Ta20",0,"init",true,"none"
"Alloy-SS-00932","fcc_Al4_Cu0_Nb8_Ni12_Ta4_W4_Zr0","Al4Ni12Nb8Ta4W4","solid-solution","Al4Ni12Nb8Ta4W4",0,"init",true,"none"
"Alloy-SS-00933","fcc_Al4_Cu12_Nb0_Ni4_Ta0_W0_Zr12","Al4Ni4Cu12Zr12","solid-solution","Al4Ni4Cu12Zr12",0,"init",true,"none"
"Alloy-SS-00934","fcc_Al4_Cu12_Nb8_Ni8_Ta0_W0_Zr0","Al4Ni8Cu12Nb8","solid-solution","Al4Ni8Cu12Nb8",0,"init",true,"none"
"Alloy-SS-00935","fcc_Al4_Cu20_Nb8_Ni0_Ta0_W0_Zr0","Al4Cu20Nb8","solid-solution","Al4Cu20Nb8",0,"init",true,"none"
"Alloy-SS-00936","fcc_Al4_Cu4_Nb0_Ni16_Ta8_W0_Zr0","Al4Ni16Cu4Ta8","solid-solution","Al4Ni16Cu4Ta8",0,"init",true,"none"
"Alloy-SS-00937","fcc_Al4_Cu4_Nb12_Ni0_Ta8_W4_Zr0","Al4Cu4Nb12Ta8W4","solid-solution","Al4Cu4Nb12Ta8W4",0,"init",true,"none"
"Alloy-SS-00938","fcc_Al4_Cu4_Nb4_Ni12_Ta4_W0_Zr4","Al4Ni12Cu4Zr4Nb4Ta4","solid-solution","Al4Ni12Cu4Zr4Nb4Ta4",0,"init",true,"none"
"Alloy-SS-00939","fcc_Al4_Cu4_Nb8_Ni16_Ta0_W0_Zr0","Al4Ni16Cu4Nb8","solid-solution","Al4Ni16Cu4Nb8",0,"init",true,"none"
"Alloy-SS-00940","fcc_Al4_Cu8_Nb0_Ni4_Ta0_W16_Zr0","Al4Ni4Cu8W16","solid-solution","Al4Ni4Cu8W16",0,"init",true,"none"
"Alloy-SS-00941","fcc_Al4_Cu8_Nb4_Ni0_Ta8_W0_Zr8","Al4Cu8Zr8Nb4Ta8","solid-solution","Al4Cu8Zr8Nb4Ta8",0,"init",true,"none"
"Alloy-SS-00942","fcc_Al8_Cu0_Nb0_Ni0_Ta12_W0_Zr12","Al8Zr12Ta12","solid-solution","Al8Zr12Ta12",0,"init",true,"none"
"Alloy-SS-00943","fcc_Al8_Cu0_Nb0_Ni4_Ta16_W0_Zr4","Al8Ni4Zr4Ta16","solid-solution","Al8Ni4Zr4Ta16",0,"init",true,"none"
"Alloy-SS-00944","fcc_Al8_Cu0_Nb16_Ni0_Ta4_W0_Zr4","Al8Zr4Nb16Ta4","solid-solution","Al8Zr4Nb16Ta4",0,"init",true,"none"
"Alloy-SS-00945","fcc_Al8_Cu0_Nb4_Ni4_Ta16_W0_Zr0","Al8Ni4Nb4Ta16","solid-solution","Al8Ni4Nb4Ta16",0,"init",true,"none"
"Alloy-SS-00946","fcc_Al8_Cu0_Nb8_Ni8_Ta4_W0_Zr4","Al8Ni8Zr4Nb8Ta4","solid-solution","Al8Ni8Zr4Nb8Ta4",0,"init",true,"none"
"Alloy-SS-00947","fcc_Al8_Cu16_Nb4_Ni0_Ta4_W0_Zr0","Al8Cu16Nb4Ta4","solid-solution","Al8Cu16Nb4Ta4",0,"init",true,"none"
"Alloy-SS-00948","fcc_Al8_Cu4_Nb0_Ni4_Ta4_W4_Zr8","Al8Ni4Cu4Zr8Ta4W4","solid-solution","Al8Ni4Cu4Zr8Ta4W4",0,"init",true,"none"
"Alloy-SS-00949","fcc_Al8_Cu4_Nb4_Ni4_Ta0_W12_Zr0","Al8Ni4Cu4Nb4W12","solid-solution","Al8Ni4Cu4Nb4W12",0,"init",true,"none"
"Alloy-SS-00950","fcc_Al8_Cu8_Nb0_Ni12_Ta0_W0_Zr4","Al8Ni12Cu8Zr4","solid-solution","Al8Ni12Cu8Zr4",0,"init",true,"none"
"Alloy-SS-00951","fcc_Al8_Cu8_Nb8_Ni0_Ta8_W0_Zr0","Al8Cu8Nb8Ta8","solid-solution","Al8Cu8Nb8Ta8",0,"init",true,"none"
"Alloy-SS-00952","bcc_Al0_Cu0_Nb0_Ni12_Ta0_W0_Zr12","Ni12Zr12","solid-solution","Ni12Zr12",0,"init",true,"none"
"Alloy-SS-00953","bcc_Al0_Cu0_Nb0_Ni3_Ta18_W0_Zr3","Ni3Zr3Ta18","solid-solution","Ni3Zr3Ta18",0,"init",true,"none"
"Alloy-SS-00954","bcc_Al0_Cu0_Nb0_Ni9_Ta0_W12_Zr3","Ni9Zr3W12","solid-solution","Ni9Zr3W12",0,"init",true,"none"
"Alloy-SS-00955","bcc_Al0_Cu0_Nb12_Ni6_Ta3_W3_Zr0","Ni6Nb12Ta3W3","solid-solution","Ni6Nb12Ta3W3",0,"init",true,"none"
"Alloy-SS-00956","bcc_Al0_Cu0_Nb3_Ni0_Ta12_W6_Zr3","Zr3Nb3Ta12W6","solid-solution","Zr3Nb3Ta12W6",0,"init",true,"none"
"Alloy-SS-00957","bcc_Al0_Cu0_Nb0_Ni0_Ta18_W6_Zr0","Ta18W6","solid-solution","Ta18W6",0,"init",true,"none"
"Alloy-SS-00958","bcc_Al0_Cu0_Nb0_Ni18_Ta0_W0_Zr6","Ni18Zr6","solid-solution","Ni18Zr6",0,"init",true,"none"
"Alloy-SS-00959","bcc_Al0_Cu0_Nb0_Ni6_Ta0_W3_Zr15","Ni6Zr15W3","solid-solution","Ni6Zr15W3",0,"init",true,"none"
"Alloy-SS-00960","bcc_Al0_Cu0_Nb12_Ni0_Ta12_W0_Zr0","Nb12Ta12","solid-solution","Nb12Ta12",0,"init",true,"none"
"Alloy-SS-00961","bcc_Al0_Cu0_Nb18_Ni0_Ta0_W0_Zr6","Zr6Nb18","solid-solution","Zr6Nb18",0,"init",true,"none"
"Alloy-SS-00962","bcc_Al0_Cu0_Nb3_Ni0_Ta9_W9_Zr3","Zr3Nb3Ta9W9","solid-solution","Zr3Nb3Ta9W9",0,"init",true,"none"
"Alloy-SS-00963","bcc_Al0_Cu0_Nb3_Ni6_Ta0_W12_Zr3","Ni6Zr3Nb3W12","solid-solution","Ni6Zr3Nb3W12",0,"init",true,"none"
"Alloy-SS-00964","bcc_Al0_Cu0_Nb6_Ni0_Ta3_W15_Zr0","Nb6Ta3W15","solid-solution","Nb6Ta3W15",0,"init",true,"none"
"Alloy-SS-00965","bcc_Al0_Cu0_Nb6_Ni6_Ta3_W0_Zr9","Ni6Zr9Nb6Ta3","solid-solution","Ni6Zr9Nb6Ta3",0,"init",true,"none"
"Alloy-SS-00966","bcc_Al0_Cu0_Nb9_Ni3_Ta3_W0_Zr9","Ni3Zr9Nb9Ta3","solid-solution","Ni3Zr9Nb9Ta3",0,"init",true,"none"
"Alloy-SS-00967","bcc_Al0_Cu12_Nb0_Ni3_Ta9_W0_Zr0","Ni3Cu12Ta9","solid-solution","Ni3Cu12Ta9",0,"init",true,"none"
"Alloy-SS-00968","bcc_Al0_Cu15_Nb0_Ni0_Ta3_W3_Zr3","Cu15Zr3Ta3W3","solid-solution","Cu15Zr3Ta3W3",0,"init",true,"none"
"Alloy-SS-00969","bcc_Al0_Cu24_Nb0_Ni0_Ta0_W0_Zr0","Cu24","solid-solution","Cu24",0,"init",true,"none"
"Alloy-SS-00970","bcc_Al0_Cu3_Nb0_Ni15_Ta3_W0_Zr3","Ni15Cu3Zr3Ta3","solid-solution","Ni15Cu3Zr3Ta3",0,"init",true,"none"
"Alloy-SS-00971","bcc_Al0_Cu3_Nb0_Ni6_Ta6_W3_Zr6","Ni6Cu3Zr6Ta6W3","solid-solution","Ni6Cu3Zr6Ta6W3",0,"init",true,"none"
"Alloy-SS-00972","bcc_Al0_Cu3_Nb15_Ni6_Ta0_W0_Zr0","Ni6Cu3Nb15","solid-solution","Ni6Cu3Nb15",0,"init",true,"none"
"Alloy-SS-00973","bcc_Al0_Cu3_Nb3_Ni3_Ta12_W0_Zr3","Ni3Cu3Zr3Nb3Ta12","solid-solution","Ni3Cu3Zr3Nb3Ta12",0,"init",true,"none"
"Alloy-SS-00974","bcc_Al0_Cu3_Nb6_Ni0_Ta3_W12_Zr0","Cu3Nb6Ta3W12","solid-solution","Cu3Nb6Ta3W12",0,"init",true,"none"
"Alloy-SS-00975","bcc_Al0_Cu3_Nb9_Ni0_Ta0_W9_Zr3","Cu3Zr3Nb9W9","solid-solution","Cu3Zr3Nb9W9",0,"init",true,"none"
"Alloy-SS-00976","bcc_Al0_Cu6_Nb0_Ni0_Ta6_W0_Zr12","Cu6Zr12Ta6","solid-solution","Cu6Zr12Ta6",0,"init",true,"none"
"Alloy-SS-00977","bcc_Al0_Cu6_Nb0_Ni6_Ta6_W0_Zr6","Ni6Cu6Zr6Ta6","solid-solution","Ni6Cu6Zr6Ta6",0,"init",true,"none"
"Alloy-SS-00978","bcc_Al0_Cu6_Nb3_Ni0_Ta9_W6_Zr0","Cu6Nb3Ta9W6","solid-solution","Cu6Nb3Ta9W6",0,"init",true,"none"
"Alloy-SS-00979","bcc_Al0_Cu6_Nb6_Ni0_Ta9_W3_Zr0","Cu6Nb6Ta9W3","solid-solution","Cu6Nb6Ta9W3",0,"init",true,"none"
"Alloy-SS-00980","bcc_Al0_Cu9_Nb0_Ni0_Ta3_W0_Zr12","Cu9Zr12Ta3","solid-solution","Cu9Zr12Ta3",0,"init",true,"none"
"Alloy-SS-00981","bcc_Al0_Cu9_Nb12_Ni3_Ta0_W0_Zr0","Ni3Cu9Nb12","solid-solution","Ni3Cu9Nb12",0,"init",true,"none"
"Alloy-SS-00982","bcc_Al0_Cu9_Nb6_Ni3_Ta3_W0_Zr3","Ni3Cu9Zr3Nb6Ta3","solid-solution","Ni3Cu9Zr3Nb6Ta3",0,"init",true,"none"
"Alloy-SS-00983","bcc_Al12_Cu0_Nb0_Ni9_Ta0_W3_Zr0","Al12Ni9W3","solid-solution","Al12Ni9W3",0,"init",true,"none"
"Alloy-SS-00984","bcc_Al12_Cu3_Nb0_Ni3_Ta0_W6_Zr0","Al12Ni3Cu3W6","solid-solution","Al12Ni3Cu3W6",0,"init",true,"none"
"Alloy-SS-00985","bcc_Al15_Cu0_Nb0_Ni0_Ta6_W0_Zr3","Al15Zr3Ta6","solid-solution","Al15Zr3Ta6",0,"init",true,"none"
"Alloy-SS-00986","bcc_Al18_Cu0_Nb0_Ni0_Ta0_W3_Zr3","Al18Zr3W3","solid-solution","Al18Zr3W3",0,"init",true,"none"
"Alloy-SS-00987","bcc_Al3_Cu0_Nb0_Ni0_Ta3_W6_Zr12","Al3Zr12Ta3W6","solid-solution","Al3Zr12Ta3W6",0,"init",true,"none"
"Alloy-SS-00988","bcc_Al3_Cu0_Nb0_Ni3_Ta3_W6_Zr9","Al3Ni3Zr9Ta3W6","solid-solution","Al3Ni3Zr9Ta3W6",0,"init",true,"none"
"Alloy-SS-00989","bcc_Al3_Cu0_Nb12_Ni0_Ta0_W9_Zr0","Al3Nb12W9","solid-solution","Al3Nb12W9",0,"init",true,"none"
"Alloy-SS-00990","bcc_Al3_Cu0_Nb3_Ni0_Ta3_W9_Zr6","Al3Zr6Nb3Ta3W9","solid-solution","Al3Zr6Nb3Ta3W9",0,"init",true,"none"
"Alloy-SS-00991","bcc_Al3_Cu0_Nb3_Ni6_Ta3_W9_Zr0","Al3Ni6Nb3Ta3W9","solid-solution","Al3Ni6Nb3Ta3W9",0,"init",true,"none"
"Alloy-SS-00992","bcc_Al3_Cu0_Nb6_Ni3_Ta3_W9_Zr0","Al3Ni3Nb6Ta3W9","solid-solution","Al3Ni3Nb6Ta3W9",0,"init",true,"none"
"Alloy-SS-00993","bcc_Al3_Cu0_Nb9_Ni6_Ta0_W6_Zr0","Al3Ni6Nb9W6","solid-solution","Al3Ni6Nb9W6",0,"init",true,"none"
"Alloy-SS-00994","bcc_Al3_Cu15_Nb0_Ni3_Ta3_W0_Zr0","Al3Ni3Cu15Ta3","solid-solution","Al3Ni3Cu15Ta3",0,"init",true,"none"
"Alloy-SS-00995","bcc_Al3_Cu3_Nb0_Ni18_Ta0_W0_Zr0","Al3Ni18Cu3","solid-solution","Al3Ni18Cu3",0,"init",true,"none"
"Alloy-SS-00996","bcc_Al3_Cu3_Nb12_Ni0_Ta3_W0_Zr3","Al3Cu3Zr3Nb12Ta3","solid-solution","Al3Cu3Zr3Nb12Ta3",0,"init",true,"none"
"Alloy-SS-00997","bcc_Al3_Cu3_Nb3_Ni3_Ta9_W0_Zr3","Al3Ni3Cu3Zr3Nb3Ta9","solid-solution","Al3Ni3Cu3Zr3Nb3Ta9",0,"init",true,"none"
"Alloy-SS-00998","bcc_Al3_Cu3_Nb6_Ni9_Ta0_W0_Zr3","Al3Ni9Cu3Zr3Nb6","solid-solution","Al3Ni9Cu3Zr3Nb6",0,"init",true,"none"
"Alloy-SS-00999","bcc_Al3_Cu6_Nb0_Ni3_Ta0_W3_Zr9","Al3Ni3Cu6Zr9W3","solid-solution","Al3Ni3Cu6Zr9W3",0,"init",true,"none"
"Alloy-SS-01000","bcc_Al3_Cu6_Nb3_Ni3_Ta0_W0_Zr9","Al3Ni3Cu6Zr9Nb3","solid-solution","Al3Ni3Cu6Zr9Nb3",0,"init",true,"none"
"Alloy-SS-01001","bcc_Al3_Cu9_Nb0_Ni0_Ta0_W12_Zr0","Al3Cu9W12","solid-solution","Al3Cu9W12",0,"init",true,"none"
"Alloy-SS-01002","bcc_Al3_Cu9_Nb3_Ni3_Ta6_W0_Zr0","Al3Ni3Cu9Nb3Ta6","solid-solution","Al3Ni3Cu9Nb3Ta6",0,"init",true,"none"
"Alloy-SS-01003","bcc_Al6_Cu0_Nb0_Ni12_Ta3_W0_Zr3","Al6Ni12Zr3Ta3","solid-solution","Al6Ni12Zr3Ta3",0,"init",true,"none"
"Alloy-SS-01004","bcc_Al6_Cu0_Nb0_Ni9_Ta6_W0_Zr3","Al6Ni9Zr3Ta6","solid-solution","Al6Ni9Zr3Ta6",0,"init",true,"none"
"Alloy-SS-01005","bcc_Al6_Cu0_Nb3_Ni3_Ta3_W3_Zr6","Al6Ni3Zr6Nb3Ta3W3","solid-solution","Al6Ni3Zr6Nb3Ta3W3",0,"init",true,"none"
"Alloy-SS-01006","bcc_Al6_Cu0_Nb6_Ni6_Ta0_W0_Zr6","Al6Ni6Zr6Nb6","solid-solution","Al6Ni6Zr6Nb6",0,"init",true,"none"
"Alloy-SS-01007","bcc_Al6_Cu3_Nb0_Ni0_Ta0_W0_Zr15","Al6Cu3Zr15","solid-solution","Al6Cu3Zr15",0,"init",true,"none"
"Alloy-SS-01008","bcc_Al6_Cu3_Nb0_Ni9_Ta0_W0_Zr6","Al6Ni9Cu3Zr6","solid-solution","Al6Ni9Cu3Zr6",0,"init",true,"none"
"Alloy-SS-01009","bcc_Al6_Cu3_Nb6_Ni0_Ta3_W0_Zr6","Al6Cu3Zr6Nb6Ta3","solid-solution","Al6Cu3Zr6Nb6Ta3",0,"init",true,"none"
"Alloy-SS-01010","bcc_Al6_Cu6_Nb0_Ni3_Ta6_W3_Zr0","Al6Ni3Cu6Ta6W3","solid-solution","Al6Ni3Cu6Ta6W3",0,"init",true,"none"
"Alloy-SS-01011","bcc_Al6_Cu9_Nb0_Ni0_Ta3_W0_Zr6","Al6Cu9Zr6Ta3","solid-solution","Al6Cu9Zr6Ta3",0,"init",true,"none"
"Alloy-SS-01012","bcc_Al9_Cu0_Nb0_Ni0_Ta9_W3_Zr3","Al9Zr3Ta9W3","solid-solution","Al9Zr3Ta9W3",0,"init",true,"none"
"Alloy-SS-01013","bcc_Al9_Cu0_Nb3_Ni0_Ta3_W6_Zr3","Al9Zr3Nb3Ta3W6","solid-solution","Al9Zr3Nb3Ta3W6",0,"init",true,"none"
"Alloy-SS-01014","bcc_Al9_Cu0_Nb9_Ni0_Ta3_W0_Zr3","Al9Zr3Nb9Ta3","solid-solution","Al9Zr3Nb9Ta3",0,"init",true,"none"
"Alloy-SS-01015","bcc_Al9_Cu3_Nb3_Ni0_Ta0_W3_Zr6","Al9Cu3Zr6Nb3W3","solid-solution","Al9Cu3Zr6Nb3W3",0,"init",true,"none"
"Alloy-SS-01016","bcc_Al9_Cu6_Nb0_Ni6_Ta0_W3_Zr0","Al9Ni6Cu6W3","solid-solution","Al9Ni6Cu6W3",0,"init",true,"none"
"Alloy-SS-01017","fcc_Al0_Cu0_Nb0_Ni0_Ta16_W16_Zr0","Ta16W16","solid-solution","Ta16W16",0,"init",true,"none"
"Alloy-SS-01018","fcc_Al0_Cu0_Nb0_Ni16_Ta0_W12_Zr4","Ni16Zr4W12","solid-solution","Ni16Zr4W12",0,"init",true,"none"
"Alloy-SS-01019","fcc_Al0_Cu0_Nb0_Ni4_Ta16_W8_Zr4","Ni4Zr4Ta16W8","solid-solution","Ni4Zr4Ta16W8",0,"init",true,"none"
"Alloy-SS-01020","fcc_Al0_Cu0_Nb12_Ni0_Ta0_W16_Zr4","Zr4Nb12W16","solid-solution","Zr4Nb12W16",0,"init",true,"none"
"Alloy-SS-01021","fcc_Al0_Cu0_Nb12_Ni8_Ta4_W4_Zr4","Ni8Zr4Nb12Ta4W4","solid-solution","Ni8Zr4Nb12Ta4W4",0,"init",true,"none"
"Alloy-SS-01022","fcc_Al0_Cu0_Nb20_Ni4_Ta0_W0_Zr8","Ni4Zr8Nb20","solid-solution","Ni4Zr8Nb20",0,"init",true,"none"
"Alloy-SS-01023","fcc_Al0_Cu0_Nb4_Ni0_Ta4_W20_Zr4","Zr4Nb4Ta4W20","solid-solution","Zr4Nb4Ta4W20",0,"init",true,"none"
"Alloy-SS-01024","fcc_Al0_Cu0_Nb4_Ni4_Ta0_W4_Zr20","Ni4Zr20Nb4W4","solid-solution","Ni4Zr20Nb4W4",0,"init",true,"none"
"Alloy-SS-01025","fcc_Al0_Cu0_Nb8_Ni0_Ta0_W8_Zr16","Zr16Nb8W8","solid-solution","Zr16Nb8W8",0,"init",true,"none"
"Alloy-SS-01026","fcc_Al0_Cu0_Nb8_Ni4_Ta12_W8_Zr0","Ni4Nb8Ta12W8","solid-solution","Ni4Nb8Ta12W8",0,"init",true,"none"
"Alloy-SS-01027","fcc_Al0_Cu12_Nb0_Ni12_Ta0_W4_Zr4","Ni12Cu12Zr4W4","solid-solution","Ni12Cu12Zr4W4",0,"init",true,"none"
"Alloy-SS-01028","fcc_Al0_Cu12_Nb4_Ni0_Ta0_W12_Zr4","Cu12Zr4Nb4W12","solid-solution","Cu12Zr4Nb4W12",0,"init",true,"none"
"Alloy-SS-01029","fcc_Al0_Cu12_Nb8_Ni4_Ta8_W0_Zr0","Ni4Cu12Nb8Ta8","solid-solution","Ni4Cu12Nb8Ta8",0,"init",true,"none"
"Alloy-SS-01030","fcc_Al0_Cu16_Nb4_Ni0_Ta4_W4_Zr4","Cu16Zr4Nb4Ta4W4","solid-solution","Cu16Zr4Nb4Ta4W4",0,"init",true,"none"
"Alloy-SS-01031","fcc_Al0_Cu20_Nb4_Ni0_Ta8_W0_Zr0","Cu20Nb4Ta8","solid-solution","Cu20Nb4Ta8",0,"init",true,"none"
"Alloy-SS-01032","fcc_Al0_Cu4_Nb0_Ni0_Ta24_W0_Zr4","Cu4Zr4Ta24","solid-solution","Cu4Zr4Ta24",0,"init",true,"none"
"Alloy-SS-01033","fcc_Al0_Cu4_Nb0_Ni28_Ta0_W0_Zr0","Ni28Cu4","solid-solution","Ni28Cu4",0,"init",true,"none"
"Alloy-SS-01034","fcc_Al0_Cu4_Nb12_Ni0_Ta0_W0_Zr16","Cu4Zr16Nb12","solid-solution","Cu4Zr16Nb12",0,"init",true,"none"
"Alloy-SS-01035","fcc_Al0_Cu4_Nb16_Ni4_Ta4_W4_Zr0","Ni4Cu4Nb16Ta4W4","solid-solution","Ni4Cu4Nb16Ta4W4",0,"init",true,"none"
"Alloy-SS-01036","fcc_Al0_Cu4_Nb4_Ni12_Ta0_W4_Zr8","Ni12Cu4Zr8Nb4W4","solid-solution","Ni12Cu4Zr8Nb4W4",0,"init",true,"none"
"Alloy-SS-01037","fcc_Al0_Cu4_Nb4_Ni8_Ta4_W8_Zr4","Ni8Cu4Zr4Nb4Ta4W8","solid-solution","Ni8Cu4Zr4Nb4Ta4W8",0,"init",true,"none"
"Alloy-SS-01038","fcc_Al0_Cu4_Nb8_Ni8_Ta0_W0_Zr12","Ni8Cu4Zr12Nb8","solid-solution","Ni8Cu4Zr12Nb8",0,"init",true,"none"
"Alloy-SS-01039","fcc_Al0_Cu8_Nb0_Ni16_Ta0_W8_Zr0","Ni16Cu8W8","solid-solution","Ni16Cu8W8",0,"init",true,"none"
"Alloy-SS-01040","fcc_Al0_Cu8_Nb12_Ni0_Ta4_W4_Zr4","Cu8Zr4Nb12Ta4W4","solid-solution","Cu8Zr4Nb12Ta4W4",0,"init",true,"none"
"Alloy-SS-01041","fcc_Al0_Cu8_Nb4_Ni12_Ta0_W0_Zr8","Ni12Cu8Zr8Nb4","solid-solution","Ni12Cu8Zr8Nb4",0,"init",true,"none"
"Alloy-SS-01042","fcc_Al0_Cu8_Nb8_Ni12_Ta0_W0_Zr4","Ni12Cu8Zr4Nb8","solid-solution","Ni12Cu8Zr4Nb8",0,"init",true,"none"
"Alloy-SS-01043","fcc_Al12_Cu0_Nb0_Ni20_Ta0_W0_Zr0","Al12Ni20","solid-solution","Al12Ni20",0,"init",true,"none"
"Alloy-SS-01044","fcc_Al12_Cu0_Nb4_Ni0_Ta4_W12_Zr0","Al12Nb4Ta4W12","solid-solution","Al12Nb4Ta4W12",0,"init",true,"none"
"Alloy-SS-01045","fcc_Al12_Cu12_Nb0_Ni0_Ta4_W4_Zr0","Al12Cu12Ta4W4","solid-solution","Al12Cu12Ta4W4",0,"init",true,"none"
"Alloy-SS-01046","fcc_Al12_Cu4_Nb0_Ni8_Ta4_W4_Zr0","Al12Ni8Cu4Ta4W4","solid-solution","Al12Ni8Cu4Ta4W4",0,"init",true,"none"
"Alloy-SS-01047","fcc_Al12_Cu8_Nb0_Ni4_Ta0_W8_Zr0","Al12Ni4Cu8W8","solid-solution","Al12Ni4Cu8W8",0,"init",true,"none"
"Alloy-SS-01048","fcc_Al16_Cu0_Nb0_Ni4_Ta8_W4_Zr0","Al16Ni4Ta8W4","solid-solution","Al16Ni4Ta8W4",0,"init",true,"none"
"Alloy-SS-01049","fcc_Al16_Cu4_Nb0_Ni0_Ta0_W4_Zr8","Al16Cu4Zr8W4","solid-solution","Al16Cu4Zr8W4",0,"init",true,"none"
"Alloy-SS-01050","fcc_Al20_Cu0_Nb0_Ni0_Ta0_W4_Zr8","Al20Zr8W4","solid-solution","Al20Zr8W4",0,"init",true,"none"
"Alloy-SS-01051","fcc_Al20_Cu8_Nb0_Ni0_Ta0_W4_Zr0","Al20Cu8W4","solid-solution","Al20Cu8W4",0,"init",true,"none"
"Alloy-SS-01052","fcc_Al4_Cu0_Nb0_Ni0_Ta20_W4_Zr4","Al4Zr4Ta20W4","solid-solution","Al4Zr4Ta20W4",0,"init",true,"none"
"Alloy-SS-01053","fcc_Al4_Cu0_Nb0_Ni24_Ta0_W4_Zr0","Al4Ni24W4","solid-solution","Al4Ni24W4",0,"init",true,"none"
"Alloy-SS-01054","fcc_Al4_Cu0_Nb0_Ni8_Ta8_W4_Zr8","Al4Ni8Zr8Ta8W4","solid-solution","Al4Ni8Zr8Ta8W4",0,"init",true,"none"
"Alloy-SS-01055","fcc_Al4_Cu0_Nb16_Ni4_Ta0_W8_Zr0","Al4Ni4Nb16W8","solid-solution","Al4Ni4Nb16W8",0,"init",true,"none"
"Alloy-SS-01056","fcc_Al4_Cu0_Nb4_Ni12_Ta0_W0_Zr12","Al4Ni12Zr12Nb4","solid-solution","Al4Ni12Zr12Nb4",0,"init",true,"none"
"Alloy-SS-01057","bcc_Al0_Cu0_Nb0_Ni0_Ta21_W0_Zr3","Zr3Ta21","solid-solution","Zr3Ta21",0,"init",true,"none"
"Alloy-SS-01058","bcc_Al0_Cu0_Nb0_Ni18_Ta0_W3_Zr3","Ni18Zr3W3","solid-solution","Ni18Zr3W3",0,"init",true,"none"
"Alloy-SS-01059","bcc_Al0_Cu0_Nb0_Ni6_Ta0_W6_Zr12","Ni6Zr12W6","solid-solution","Ni6Zr12W6",0,"init",true,"none"
"Alloy-SS-01060","bcc_Al0_Cu0_Nb12_Ni0_Ta3_W0_Zr9","Zr9Nb12Ta3","solid-solution","Zr9Nb12Ta3",0,"init",true,"none"
"Alloy-SS-01061","bcc_Al0_Cu0_Nb18_Ni0_Ta0_W3_Zr3","Zr3Nb18W3","solid-solution","Zr3Nb18W3",0,"init",true,"none"
"Alloy-SS-01062","bcc_Al0_Cu0_Nb3_Ni12_Ta0_W0_Zr9","Ni12Zr9Nb3","solid-solution","Ni12Zr9Nb3",0,"init",true,"none"
